-2000,-3.0072395940729e-06
-1960,7.21709362282152e-07
-1920,-6.42737143804103e-06
-1880,-3.63011484220137e-08
-1840,-8.88051663139522e-06
-1800,-2.68145805747795e-06
-1760,-4.03584575000101e-06
-1720,-2.64346554465962e-07
-1680,-7.65795651255163e-06
-1640,-3.64790441489849e-06
-1600,-5.50156828625749e-06
-1560,-8.50839681604809e-06
-1520,-3.45291597921082e-06
-1480,-8.57792188000748e-06
-1440,-1.15604138936391e-05
-1400,-1.30863358670405e-05
-1360,-1.34627325036073e-05
-1320,-1.74916122156637e-05
-1280,-1.97116348833145e-05
-1240,-1.78070031518354e-05
-1200,-2.50656046349651e-05
-1160,-3.10647097740054e-05
-1120,-3.76517522376062e-05
-1080,-4.40493577494726e-05
-1040,-4.64482155486441e-05
-1000,-4.65951368514356e-05
-960,-5.0726976831194e-05
-920,-5.4535703718948e-05
-880,-5.11922051121861e-05
-840,-5.13896255003717e-05
-800,-4.90012359544102e-05
-760,-4.11543288356851e-05
-720,-2.72654541350288e-05
-680,-1.63248521547736e-05
-640,7.19768508814653e-06
-600,4.2552491499865e-05
-560,0.000104822346576809
-520,0.000159441915691028
-480,0.000195097735046231
-440,0.000186018968779663
-400,0.000160318820764378
-360,0.000136565083450872
-320,0.000111111742086735
-280,9.28410108507408e-05
-240,7.27094161401536e-05
-200,6.96189932732691e-05
-160,5.86322165669045e-05
-120,5.93012840795195e-05
-80,5.56918265263117e-05
-40,4.82591566746494e-05
0,4.23771144393383e-05
40,1.0101025436638e-05
80,-1.05026905159158e-05
120,-2.27308619597162e-05
160,-3.88612498042206e-05
200,-4.43676930134723e-05
240,-5.17379165150169e-05
280,-6.54278600845612e-05
320,-6.73876270843965e-05
360,-7.77815791814646e-05
400,-7.44187409073265e-05
440,-8.10076564161359e-05
480,-8.01834352862948e-05
520,-7.10030366636458e-05
560,-5.31728744262096e-05
600,-4.49546586507665e-05
640,-3.40610889711736e-05
680,-2.37405153556358e-05
720,-2.28936474316091e-05
760,-1.84272488209447e-05
800,-1.76451222381336e-05
840,-1.10917874278092e-05
880,-1.04351525791439e-05
920,-1.15341376033712e-05
960,-1.52785572099482e-06
1000,-3.26169263377731e-06
1040,-4.49604918583272e-06
1080,-2.02815136883132e-06
1120,2.77671005509662e-06
1160,9.11003394025119e-07
1200,5.53700913491165e-06
1240,1.97116986275705e-06
1280,3.55052059372738e-06
1320,2.98981272610935e-06
1360,6.23082593663414e-06
1400,5.62705367976944e-06
1440,1.64825696192902e-06
1480,4.63192688799228e-06
1520,4.04010060253824e-06
1560,2.90481835461462e-06
1600,1.08373502874118e-06
1640,6.50190534074628e-06
1680,5.65651347745104e-06
1720,4.18356392972221e-06
1760,1.65758801788228e-06
1800,5.56727056233733e-06
1840,-4.37419896589908e-07
1880,1.27470591272768e-06
1920,1.00478632368478e-06
1960,2.92833130706324e-06
2000,-1.02265500270503e-06
